ID,허브,트럭번호,방문순서,방문행정동수,경로거리_km
SMAX,개봉,57,오류1동 -> 수궁동 -> 오류2동,3,8.5
SMAX,개봉,58,고척1동,1,4.17
SMAX,개봉,59,고척1동,1,4.17
SMAX,개봉,60,개봉1동,1,3.3
SMAX,개봉,61,개봉1동,1,3.3
SMAX,개봉,62,개봉1동,1,3.3
SMAX,개봉,63,개봉1동,1,3.3
SMAX,개봉,64,개봉3동,1,2.74
SMAX,개봉,65,개봉3동,1,2.74
SMAX,개봉,66,개봉2동,1,1.03
SMAX,개봉,67,개봉2동,1,1.03
SMAX,개봉,68,개봉2동,1,1.03
SMAX,개봉,69,고척1동 -> 고척2동 -> 신정3동,3,8.04
SMAX,광운대,1,북가좌2동,1,33.07
SMAX,광운대,2,북가좌2동,1,33.07
SMAX,광운대,3,북가좌2동,1,33.07
SMAX,광운대,4,북가좌2동,1,33.07
SMAX,광운대,5,북가좌2동,1,33.07
SMAX,광운대,6,북가좌2동,1,33.07
SMAX,광운대,7,북가좌2동,1,33.07
SMAX,광운대,8,북가좌2동,1,33.07
SMAX,광운대,9,북가좌2동 -> 종암동,2,34.63
SMAX,광운대,10,남가좌2동,1,31.29
SMAX,광운대,11,남가좌2동,1,31.29
SMAX,광운대,12,연희동,1,30.9
SMAX,광운대,13,연희동,1,30.9
SMAX,광운대,14,연희동,1,30.9
SMAX,광운대,15,연희동,1,30.9
SMAX,광운대,16,연희동,1,30.9
SMAX,광운대,17,홍은2동,1,27.79
SMAX,광운대,18,홍은2동,1,27.79
SMAX,광운대,19,홍은2동,1,27.79
SMAX,광운대,20,홍제1동,1,27.76
SMAX,광운대,21,홍제1동,1,27.76
SMAX,광운대,22,홍제1동,1,27.76
SMAX,광운대,23,청운효자동,1,23.24
SMAX,광운대,24,홍은2동 -> 남가좌2동 -> 남가좌1동,3,33.7
SMAX,광운대,25,혜화동 -> 이화동,2,16.37
SMAX,광운대,26,성북동,1,16.93
SMAX,광운대,27,성북동,1,16.93
SMAX,광운대,28,성북동,1,16.93
SMAX,광운대,29,이화동,1,15.62
SMAX,광운대,30,혜화동,1,15.47
SMAX,광운대,31,혜화동,1,15.47
SMAX,광운대,32,삼선동,1,13.78
SMAX,광운대,33,삼선동,1,13.78
SMAX,광운대,34,삼선동,1,13.78
SMAX,광운대,35,길음1동,1,10.08
SMAX,광운대,36,돈암2동,1,12.4
SMAX,광운대,37,돈암2동,1,12.4
SMAX,광운대,38,정릉2동,1,12.21
SMAX,광운대,39,가회동 -> 삼청동,2,21.53
SMAX,광운대,40,동선동 -> 월곡1동,2,11.84
SMAX,광운대,41,돈암1동,1,10.55
SMAX,광운대,42,돈암1동,1,10.55
SMAX,광운대,43,돈암1동,1,10.55
SMAX,광운대,44,돈암1동,1,10.55
SMAX,광운대,45,돈암1동,1,10.55
SMAX,광운대,46,돈암1동 -> 월곡2동,2,10.7
SMAX,광운대,47,정릉1동,1,10.16
SMAX,광운대,48,정릉1동,1,10.16
SMAX,광운대,49,길음1동,1,10.08
SMAX,광운대,50,길음1동,1,10.08
SMAX,광운대,51,길음1동,1,10.08
SMAX,광운대,52,청운효자동 -> 연희동,2,33.61
SMAX,광운대,53,종암동,1,8.96
SMAX,광운대,54,종암동,1,8.96
SMAX,광운대,55,종암동,1,8.96
SMAX,광운대,56,종암동,1,8.96
SMAX,광운대,57,삼선동 -> 성북동,2,17.67
SMAX,광운대,58,송천동,1,8.66
SMAX,광운대,59,송천동,1,8.66
SMAX,광운대,60,송천동,1,8.66
SMAX,광운대,61,길음2동,1,7.69
SMAX,광운대,62,길음2동,1,7.69
SMAX,광운대,63,길음2동,1,7.69
SMAX,광운대,64,길음2동,1,7.69
SMAX,광운대,65,송중동,1,7.35
SMAX,광운대,66,송중동,1,7.35
SMAX,광운대,67,송중동,1,7.35
SMAX,광운대,68,월곡1동,1,6.94
SMAX,광운대,69,월곡1동,1,6.94
SMAX,광운대,70,월곡1동,1,6.94
SMAX,광운대,71,송중동 -> 정릉2동,2,13.44
SMAX,광운대,72,월곡2동,1,5.95
SMAX,광운대,73,월곡2동,1,5.95
SMAX,광운대,74,월곡2동,1,5.95
SMAX,광운대,75,묵2동,1,5.82
SMAX,광운대,76,묵2동,1,5.82
SMAX,광운대,77,묵1동,1,5.71
SMAX,광운대,78,묵1동,1,5.71
SMAX,광운대,79,묵1동,1,5.71
SMAX,광운대,80,묵1동,1,5.71
SMAX,광운대,81,번3동,1,4.71
SMAX,광운대,82,장위1동,1,4.34
SMAX,광운대,83,장위1동,1,4.34
SMAX,광운대,84,장위1동 -> 번3동,2,5.51
SMAX,광운대,85,장위2동,1,3.75
SMAX,광운대,86,장위3동,1,2.22
SMAX,광운대,87,장위3동,1,2.22
SMAX,광운대,88,월계1동,1,0.78
SMAX,광운대,89,월계1동,1,0.78
SMAX,광운대,90,월계1동 -> 장위2동,2,3.88
SMAX,구로,1,연남동,1,16.94
SMAX,구로,2,연남동,1,16.94
SMAX,구로,3,연남동,1,16.94
SMAX,구로,4,성산1동,1,16.56
SMAX,구로,5,성산1동,1,16.56
SMAX,구로,6,성산1동,1,16.56
SMAX,구로,7,성현동,1,16.2
SMAX,구로,8,성현동,1,16.2
SMAX,구로,9,성현동,1,16.2
SMAX,구로,10,망원2동,1,16.19
SMAX,구로,11,망원2동,1,16.19
SMAX,구로,12,서교동 -> 망원2동,2,17.67
SMAX,구로,13,신수동,1,15.5
SMAX,구로,14,신수동,1,15.5
SMAX,구로,15,서강동,1,15.01
SMAX,구로,16,서강동,1,15.01
SMAX,구로,17,서강동,1,15.01
SMAX,구로,18,서강동,1,15.01
SMAX,구로,19,서강동 -> 당산2동,2,15.46
SMAX,구로,20,서교동,1,14.75
SMAX,구로,21,서교동,1,14.75
SMAX,구로,22,서교동,1,14.75
SMAX,구로,23,서교동,1,14.75
SMAX,구로,24,서교동,1,14.75
SMAX,구로,25,서교동,1,14.75
SMAX,구로,26,서교동,1,14.75
SMAX,구로,27,서교동,1,14.75
SMAX,구로,28,서교동,1,14.75
SMAX,구로,29,망원1동,1,14.74
SMAX,구로,30,망원1동,1,14.74
SMAX,구로,31,합정동 -> 망원1동,2,14.74
SMAX,구로,32,용강동,1,14.48
SMAX,구로,33,용강동,1,14.48
SMAX,구로,34,용강동,1,14.48
SMAX,구로,35,성현동 -> 용강동,2,22.97
SMAX,구로,36,보라매동,1,12.8
SMAX,구로,37,보라매동,1,12.8
SMAX,구로,38,보라매동,1,12.8
SMAX,구로,39,상도2동,1,12.54
SMAX,구로,40,상도2동,1,12.54
SMAX,구로,41,합정동,1,12.47
SMAX,구로,42,합정동,1,12.47
SMAX,구로,43,합정동,1,12.47
SMAX,구로,44,상도4동,1,12.3
SMAX,구로,45,상도4동,1,12.3
SMAX,구로,46,상도4동,1,12.3
SMAX,구로,47,상도4동,1,12.3
SMAX,구로,48,상도4동,1,12.3
SMAX,구로,49,상도4동,1,12.3
SMAX,구로,50,신길5동 -> 보라매동 -> 상도4동 -> 신길4동,4,14.24
SMAX,구로,51,신림동,1,11.61
SMAX,구로,52,신림동,1,11.61
SMAX,구로,53,신림동,1,11.61
SMAX,구로,54,신사동 -> 신림동,2,11.8
SMAX,구로,55,노량진2동,1,11.36
SMAX,구로,56,노량진2동,1,11.36
SMAX,구로,57,양평2동,1,10.65
SMAX,구로,58,양평2동,1,10.65
SMAX,구로,59,양평2동,1,10.65
SMAX,구로,60,상도3동,1,10.55
SMAX,구로,61,상도3동,1,10.55
SMAX,구로,62,상도3동,1,10.55
SMAX,구로,63,여의동,1,9.78
SMAX,구로,64,여의동,1,9.78
SMAX,구로,65,여의동,1,9.78
SMAX,구로,66,여의동,1,9.78
SMAX,구로,67,여의동,1,9.78
SMAX,구로,68,여의동,1,9.78
SMAX,구로,69,여의동,1,9.78
SMAX,구로,70,여의동,1,9.78
SMAX,구로,71,신길7동 -> 여의동,2,12.49
SMAX,구로,72,신사동,1,9.69
SMAX,구로,73,신사동,1,9.69
SMAX,구로,74,신사동,1,9.69
SMAX,구로,75,신대방2동,1,9.68
SMAX,구로,76,신대방2동,1,9.68
SMAX,구로,77,신대방2동,1,9.68
SMAX,구로,78,신길7동,1,8.87
SMAX,구로,79,신길7동,1,8.87
SMAX,구로,80,당산2동,1,8.34
SMAX,구로,81,당산2동,1,8.34
SMAX,구로,82,당산2동,1,8.34
SMAX,구로,83,당산2동,1,8.34
SMAX,구로,84,당산2동,1,8.34
SMAX,구로,85,당산2동,1,8.34
SMAX,구로,86,신길1동,1,8.33
SMAX,구로,87,신길1동,1,8.33
SMAX,구로,88,신길1동,1,8.33
SMAX,구로,89,신대방1동,1,8.16
SMAX,구로,90,신대방1동,1,8.16
SMAX,구로,91,신대방1동 -> 대림3동,2,8.28
SMAX,구로,92,신길6동,1,7.03
SMAX,구로,93,신길6동,1,7.03
SMAX,구로,94,신길4동,1,6.92
SMAX,구로,95,영등포동,1,6.77
SMAX,구로,96,영등포동,1,6.77
SMAX,구로,97,영등포동,1,6.77
SMAX,구로,98,영등포동,1,6.77
SMAX,구로,99,영등포동,1,6.77
SMAX,구로,100,영등포동,1,6.77
SMAX,구로,101,영등포동,1,6.77
SMAX,구로,102,영등포동 -> 신길6동,2,10.19
SMAX,구로,103,양평1동,1,6.33
SMAX,구로,104,양평1동,1,6.33
SMAX,구로,105,양평1동,1,6.33
SMAX,구로,106,양평1동 -> 신도림동,2,6.2
SMAX,구로,107,대림1동,1,6.32
SMAX,구로,108,대림1동 -> 양평2동,2,14.96
SMAX,구로,109,대림2동,1,6.17
SMAX,구로,110,구로5동 -> 대림2동,2,6.28
SMAX,구로,111,영등포본동,1,6.14
SMAX,구로,112,영등포본동,1,6.14
SMAX,구로,113,영등포본동,1,6.14
SMAX,구로,114,구로3동,1,6.13
SMAX,구로,115,구로3동,1,6.13
SMAX,구로,116,구로3동,1,6.13
SMAX,구로,117,구로3동,1,6.13
SMAX,구로,118,구로3동,1,6.13
SMAX,구로,119,구로3동,1,6.13
SMAX,구로,120,구로3동 -> 구로4동,2,6.1
SMAX,구로,121,신길5동,1,5.75
SMAX,구로,122,당산1동,1,5.69
SMAX,구로,123,당산1동,1,5.69
SMAX,구로,124,당산1동,1,5.69
SMAX,구로,125,당산1동,1,5.69
SMAX,구로,126,신길3동,1,5.51
SMAX,구로,127,신길3동,1,5.51
SMAX,구로,128,대림3동,1,4.27
SMAX,구로,129,대림3동,1,4.27
SMAX,구로,130,대림3동,1,4.27
SMAX,구로,131,도림동,1,4.09
SMAX,구로,132,도림동,1,4.09
SMAX,구로,133,구로4동,1,3.86
SMAX,구로,134,구로4동,1,3.86
SMAX,구로,135,문래동,1,3.84
SMAX,구로,136,문래동,1,3.84
SMAX,구로,137,문래동,1,3.84
SMAX,구로,138,문래동,1,3.84
SMAX,구로,139,문래동,1,3.84
SMAX,구로,140,문래동,1,3.84
SMAX,구로,141,구로2동,1,2.43
SMAX,구로,142,구로2동,1,2.43
SMAX,구로,143,구로2동,1,2.43
SMAX,구로,144,구로2동,1,2.43
SMAX,구로,145,구로5동,1,2.09
SMAX,구로,146,구로5동,1,2.09
SMAX,구로,147,구로5동,1,2.09
SMAX,구로,148,구로5동,1,2.09
SMAX,구로,149,신도림동,1,1.58
SMAX,구로,150,신도림동,1,1.58
SMAX,구로,151,신도림동,1,1.58
SMAX,구로,152,신도림동,1,1.58
SMAX,구로,153,신도림동,1,1.58
SMAX,구로,154,신도림동,1,1.58
SMAX,대방,1,이촌1동,1,9.93
SMAX,대방,2,이촌1동,1,9.93
SMAX,대방,3,이촌1동,1,9.93
SMAX,대방,4,이촌2동,1,9.62
SMAX,대방,5,상도1동,1,8.9
SMAX,대방,6,상도1동,1,8.9
SMAX,대방,7,상도1동,1,8.9
SMAX,대방,8,상도1동,1,8.9
SMAX,대방,9,상도1동,1,8.9
SMAX,대방,10,흑석동 -> 상도1동,2,10.06
SMAX,대방,11,도화동,1,8.71
SMAX,대방,12,도화동,1,8.71
SMAX,대방,13,도화동,1,8.71
SMAX,대방,14,원효로2동,1,8.13
SMAX,대방,15,도화동 -> 원효로2동,2,9.37
SMAX,대방,16,흑석동,1,7.71
SMAX,대방,17,흑석동,1,7.71
SMAX,대방,18,흑석동,1,7.71
SMAX,대방,19,노량진1동,1,5.55
SMAX,대방,20,노량진1동,1,5.55
SMAX,대방,21,노량진1동,1,5.55
SMAX,대방,22,노량진1동,1,5.55
SMAX,대방,23,노량진1동,1,5.55
SMAX,대방,24,노량진1동,1,5.55
SMAX,대방,25,노량진1동,1,5.55
SMAX,대방,26,대방동,1,3.67
SMAX,대방,27,대방동,1,3.67
SMAX,대방,28,대방동,1,3.67
SMAX,대방,29,대방동,1,3.67
SMAX,대방,30,대방동,1,3.67
SMAX,독산,1,남현동,1,22.46
SMAX,독산,2,중앙동,1,13.85
SMAX,독산,3,남현동 -> 중앙동 -> 청룡동,3,23.34
SMAX,독산,4,남현동,1,22.46
SMAX,독산,5,서림동,1,11.92
SMAX,독산,6,중앙동,1,13.85
SMAX,독산,7,청룡동,1,12.76
SMAX,독산,8,청룡동,1,12.76
SMAX,독산,9,청룡동,1,12.76
SMAX,독산,10,청룡동,1,12.76
SMAX,독산,11,청룡동,1,12.76
SMAX,독산,12,청룡동,1,12.76
SMAX,독산,13,대학동,1,12.12
SMAX,독산,14,대학동,1,12.12
SMAX,독산,15,대학동,1,12.12
SMAX,독산,16,대학동,1,12.12
SMAX,독산,17,대학동 -> 신원동,2,12.95
SMAX,독산,18,은천동,1,11.96
SMAX,독산,19,은천동,1,11.96
SMAX,독산,20,은천동,1,11.96
SMAX,독산,21,은천동,1,11.96
SMAX,독산,22,삼성동,1,11.95
SMAX,독산,23,독산4동 -> 난향동,2,9.91
SMAX,독산,24,서림동,1,11.92
SMAX,독산,25,서림동 -> 서원동,2,12.69
SMAX,독산,26,서원동,1,10.59
SMAX,독산,27,서원동,1,10.59
SMAX,독산,28,서원동,1,10.59
SMAX,독산,29,난향동,1,9.58
SMAX,독산,30,삼성동 -> 시흥2동,2,12.12
SMAX,독산,31,신원동,1,8.56
SMAX,독산,32,신원동,1,8.56
SMAX,독산,33,시흥2동,1,7.81
SMAX,독산,34,시흥2동,1,7.81
SMAX,독산,35,난곡동,1,7.72
SMAX,독산,36,난곡동,1,7.72
SMAX,독산,37,시흥3동,1,7.64
SMAX,독산,38,시흥5동,1,6.47
SMAX,독산,39,시흥3동 -> 시흥5동,2,8.89
SMAX,독산,40,미성동,1,6.2
SMAX,독산,41,미성동,1,6.2
SMAX,독산,42,미성동,1,6.2
SMAX,독산,43,조원동,1,5.83
SMAX,독산,44,조원동,1,5.83
SMAX,독산,45,시흥1동,1,4.79
SMAX,독산,46,시흥1동,1,4.79
SMAX,독산,47,시흥1동,1,4.79
SMAX,독산,48,시흥1동 -> 독산1동,2,4.64
SMAX,독산,49,가산동,1,4.45
SMAX,독산,50,가산동,1,4.45
SMAX,독산,51,가산동,1,4.45
SMAX,독산,52,가산동,1,4.45
SMAX,독산,53,가산동,1,4.45
SMAX,독산,54,가산동,1,4.45
SMAX,독산,55,가산동,1,4.45
SMAX,독산,56,가산동,1,4.45
SMAX,독산,57,가산동,1,4.45
SMAX,독산,58,가산동,1,4.45
SMAX,독산,59,가산동,1,4.45
SMAX,독산,60,가산동,1,4.45
SMAX,독산,61,가산동,1,4.45
SMAX,독산,62,가산동,1,4.45
SMAX,독산,63,가산동,1,4.45
SMAX,독산,64,가산동,1,4.45
SMAX,독산,65,조원동 -> 가산동,2,7.93
SMAX,독산,66,독산3동,1,4.39
SMAX,독산,67,독산3동,1,4.39
SMAX,독산,68,독산3동,1,4.39
SMAX,독산,69,시흥4동,1,4.33
SMAX,독산,70,시흥4동,1,4.33
SMAX,독산,71,독산4동,1,3.02
SMAX,독산,72,독산3동 -> 미성동 -> 난곡동,3,8.14
SMAX,독산,73,독산2동,1,2.71
SMAX,독산,74,독산1동,1,1.02
SMAX,독산,75,독산1동,1,1.02
SMAX,독산,76,독산1동,1,1.02
SMAX,독산,77,독산1동,1,1.02
SMAX,독산,78,독산1동,1,1.02
SMAX,독산,79,독산1동,1,1.02
SMAX,독산,80,독산1동,1,1.02
SMAX,독산,81,독산2동,1,2.71
SMAX,신이문,1,강일동,1,33.52
SMAX,신이문,2,강일동,1,33.52
SMAX,신이문,3,강일동,1,33.52
SMAX,신이문,4,강일동,1,33.52
SMAX,신이문,5,상일2동,1,31.49
SMAX,신이문,6,고덕2동,1,30.08
SMAX,신이문,7,고덕2동,1,30.08
SMAX,신이문,8,강일동 -> 고덕2동,2,33.99
SMAX,신이문,9,고덕1동,1,27.74
SMAX,신이문,10,고덕1동,1,27.74
SMAX,신이문,11,고덕1동 -> 암사3동,2,28.56
SMAX,신이문,12,암사3동,1,25.77
SMAX,신이문,13,암사3동,1,25.77
SMAX,신이문,14,명일1동,1,25.5
SMAX,신이문,15,명일1동,1,25.5
SMAX,신이문,16,명일1동,1,25.5
SMAX,신이문,17,길동,1,24.94
SMAX,신이문,18,길동,1,24.94
SMAX,신이문,19,길동,1,24.94
SMAX,신이문,20,길동,1,24.94
SMAX,신이문,21,길동,1,24.94
SMAX,신이문,22,길동 -> 풍납2동 -> 장안1동,3,27.45
SMAX,신이문,23,풍납2동,1,24.13
SMAX,신이문,24,풍납2동,1,24.13
SMAX,신이문,25,풍납2동,1,24.13
SMAX,신이문,26,북아현동,1,24.13
SMAX,신이문,27,북아현동 -> 창신1동 -> 용신동,3,24.48
SMAX,신이문,28,암사1동,1,23.76
SMAX,신이문,29,암사1동,1,23.76
SMAX,신이문,30,암사1동,1,23.76
SMAX,신이문,31,상일2동 -> 암사1동,2,31.92
SMAX,신이문,32,천호1동,1,23.72
SMAX,신이문,33,천호1동,1,23.72
SMAX,신이문,34,명일1동 -> 천호1동,2,25.73
SMAX,신이문,35,암사2동,1,23.71
SMAX,신이문,36,구의2동 -> 암사2동,2,24.4
SMAX,신이문,37,성내2동,1,21.82
SMAX,신이문,38,성내2동,1,21.82
SMAX,신이문,39,중곡1동 -> 성내2동,2,22.2
SMAX,신이문,40,사직동,1,21.0
SMAX,신이문,41,사직동,1,21.0
SMAX,신이문,42,사직동,1,21.0
SMAX,신이문,43,천호2동,1,20.92
SMAX,신이문,44,천호2동,1,20.92
SMAX,신이문,45,천호2동,1,20.92
SMAX,신이문,46,천호2동,1,20.92
SMAX,신이문,47,중곡4동 -> 천호2동,2,22.31
SMAX,신이문,48,회현동,1,20.89
SMAX,신이문,49,회현동,1,20.89
SMAX,신이문,50,회현동,1,20.89
SMAX,신이문,51,풍납1동,1,19.77
SMAX,신이문,52,구의2동,1,14.3
SMAX,신이문,53,구의2동,1,14.3
SMAX,신이문,54,구의2동,1,14.3
SMAX,신이문,55,창신2동 -> 청량리동,2,13.95
SMAX,신이문,56,중곡4동,1,13.49
SMAX,신이문,57,중곡4동,1,13.49
SMAX,신이문,58,중곡4동,1,13.49
SMAX,신이문,59,안암동 -> 제기동,2,9.86
SMAX,신이문,60,창신1동,1,12.72
SMAX,신이문,61,중곡2동,1,12.01
SMAX,신이문,62,중곡2동,1,12.01
SMAX,신이문,63,회현동 -> 중곡2동,2,27.14
SMAX,신이문,64,보문동,1,11.08
SMAX,신이문,65,보문동,1,11.08
SMAX,신이문,66,보문동 -> 숭인1동,2,12.68
SMAX,신이문,67,중곡1동,1,10.52
SMAX,신이문,68,중곡1동,1,10.52
SMAX,신이문,69,면목3·8동,1,9.87
SMAX,신이문,70,면목3·8동,1,9.87
SMAX,신이문,71,망우본동,1,9.65
SMAX,신이문,72,망우본동,1,9.65
SMAX,신이문,73,망우본동,1,9.65
SMAX,신이문,74,망우본동,1,9.65
SMAX,신이문,75,망우본동 -> 면목3·8동,2,12.54
SMAX,신이문,76,면목4동,1,9.59
SMAX,신이문,77,면목4동,1,9.59
SMAX,신이문,78,용신동,1,9.54
SMAX,신이문,79,용신동,1,9.54
SMAX,신이문,80,용신동,1,9.54
SMAX,신이문,81,용신동,1,9.54
SMAX,신이문,82,용신동,1,9.54
SMAX,신이문,83,용신동,1,9.54
SMAX,신이문,84,용신동,1,9.54
SMAX,신이문,85,중곡3동,1,9.38
SMAX,신이문,86,면목7동 -> 중곡3동,2,11.2
SMAX,신이문,87,안암동,1,9.35
SMAX,신이문,88,안암동,1,9.35
SMAX,신이문,89,안암동,1,9.35
SMAX,신이문,90,망우3동 -> 창신3동 -> 사직동,3,29.21
SMAX,신이문,91,망우3동,1,9.14
SMAX,신이문,92,면목7동,1,8.93
SMAX,신이문,93,면목7동,1,8.93
SMAX,신이문,94,장안1동,1,8.62
SMAX,신이문,95,장안1동,1,8.62
SMAX,신이문,96,장안1동,1,8.62
SMAX,신이문,97,장안1동,1,8.62
SMAX,신이문,98,장안1동,1,8.62
SMAX,신이문,99,장안1동,1,8.62
SMAX,신이문,100,제기동,1,7.9
SMAX,신이문,101,제기동,1,7.9
SMAX,신이문,102,제기동,1,7.9
SMAX,신이문,103,전농2동,1,7.63
SMAX,신이문,104,전농2동,1,7.63
SMAX,신이문,105,면목본동,1,7.59
SMAX,신이문,106,면목본동,1,7.59
SMAX,신이문,107,면목본동,1,7.59
SMAX,신이문,108,면목본동 -> 풍납1동,2,21.25
SMAX,신이문,109,전농1동,1,6.67
SMAX,신이문,110,전농1동,1,6.67
SMAX,신이문,111,전농1동,1,6.67
SMAX,신이문,112,전농1동,1,6.67
SMAX,신이문,113,전농1동,1,6.67
SMAX,신이문,114,전농1동 -> 전농2동,2,8.67
SMAX,신이문,115,면목5동,1,6.48
SMAX,신이문,116,중화1동 -> 면목5동,2,7.96
SMAX,신이문,117,장안2동,1,6.38
SMAX,신이문,118,장안2동,1,6.38
SMAX,신이문,119,장안2동,1,6.38
SMAX,신이문,120,장안2동,1,6.38
SMAX,신이문,121,면목2동 -> 장안2동,2,8.35
SMAX,신이문,122,청량리동,1,5.9
SMAX,신이문,123,청량리동,1,5.9
SMAX,신이문,124,면목2동,1,5.9
SMAX,신이문,125,면목2동,1,5.9
SMAX,신이문,126,상봉2동,1,5.59
SMAX,신이문,127,상봉2동,1,5.59
SMAX,신이문,128,상봉2동,1,5.59
SMAX,신이문,129,상봉2동,1,5.59
SMAX,신이문,130,상봉1동,1,5.41
SMAX,신이문,131,상봉1동,1,5.41
SMAX,신이문,132,상봉1동,1,5.41
SMAX,신이문,133,상봉1동,1,5.41
SMAX,신이문,134,회기동,1,4.5
SMAX,신이문,135,회기동,1,4.5
SMAX,신이문,136,중화1동,1,4.2
SMAX,신이문,137,휘경1동 -> 이문1동,2,3.29
SMAX,신이문,138,휘경2동,1,3.85
SMAX,신이문,139,휘경2동,1,3.85
SMAX,신이문,140,휘경2동,1,3.85
SMAX,신이문,141,중화2동,1,3.06
SMAX,신이문,142,중화2동,1,3.06
SMAX,신이문,143,중화2동,1,3.06
SMAX,신이문,144,휘경1동,1,2.86
SMAX,신이문,145,휘경1동,1,2.86
SMAX,신이문,146,석관동,1,2.28
SMAX,신이문,147,석관동,1,2.28
SMAX,신이문,148,석관동,1,2.28
SMAX,신이문,149,석관동,1,2.28
SMAX,신이문,150,석관동,1,2.28
SMAX,신이문,151,이문1동,1,1.82
SMAX,신이문,152,이문1동,1,1.82
SMAX,신이문,153,이문2동,1,0.44
SMAX,신이문,154,이문2동,1,0.44
S39,가락시장,1,명일1동,1,14.82
S39,가락시장,2,고덕1동,1,17.77
S39,가락시장,3,성내2동 -> 성내3동,2,11.74
S39,가락시장,4,암사3동,1,17.42
S39,가락시장,5,암사1동,1,15.53
S39,가락시장,6,암사1동,1,15.53
S39,가락시장,7,명일1동,1,14.82
S39,가락시장,8,성내1동 -> 방이1동,2,10.98
S39,가락시장,9,성내2동,1,11.7
S39,가락시장,10,성내1동,1,10.46
S39,가락시장,11,성내3동,1,9.58
S39,가락시장,12,암사3동 -> 고덕1동 -> 송파2동,3,19.92
S39,가락시장,13,마천1동,1,8.06
S39,가락시장,14,가락2동 -> 마천2동,2,7.43
S39,가락시장,15,거여2동,1,6.34
S39,가락시장,16,위례동,1,5.62
S39,가락시장,17,위례동,1,5.62
S39,가락시장,18,위례동,1,5.62
S39,가락시장,19,위례동 -> 거여2동,2,7.43
S39,가락시장,20,방이1동,1,4.99
S39,가락시장,21,거여1동,1,5.08
S39,가락시장,22,장지동,1,3.74
S39,가락시장,23,장지동,1,3.74
S39,가락시장,24,송파2동,1,3.0
S39,가락시장,25,가락2동,1,2.77
S39,가락시장,26,가락2동,1,2.77
S39,가락시장,27,문정1동,1,2.28
S39,가락시장,28,문정1동,1,2.28
S39,가락시장,29,가락본동,1,1.58
S39,가락시장,30,가락본동,1,1.58
S39,가락시장,31,가락본동,1,1.58
S39,교대,1,양재1동,1,7.61
S39,교대,2,양재1동,1,7.61
S39,교대,3,양재1동,1,7.61
S39,교대,4,논현1동,1,6.29
S39,교대,5,논현1동,1,6.29
S39,교대,6,논현1동,1,6.29
S39,교대,7,반포1동,1,4.51
S39,교대,8,반포1동,1,4.51
S39,교대,9,반포1동,1,4.51
S39,교대,10,서초1동 -> 양재1동 -> 서초2동 -> 논현1동 -> 반포1동,5,13.51
S39,교대,11,역삼1동,1,4.36
S39,교대,12,역삼1동,1,4.36
S39,교대,13,역삼1동,1,4.36
S39,교대,14,역삼1동,1,4.36
S39,교대,15,역삼1동,1,4.36
S39,교대,16,역삼1동,1,4.36
S39,교대,17,역삼1동,1,4.36
S39,교대,18,서초2동,1,3.59
S39,교대,19,서초2동,1,3.59
S39,교대,20,서초2동,1,3.59
S39,교대,21,서초3동,1,2.53
S39,교대,22,서초3동,1,2.53
S39,교대,23,서초3동,1,2.53
S39,교대,24,서초3동,1,2.53
S39,교대,25,서초4동,1,2.33
S39,교대,26,서초4동,1,2.33
S39,교대,27,서초4동,1,2.33
S39,교대,28,서초1동,1,2.09
S39,교대,29,서초1동,1,2.09
S39,교대,30,역삼1동 -> 서초4동,2,5.33
S39,구의,1,암사2동,1,11.08
S39,구의,2,천호2동,1,8.3
S39,구의,3,천호2동,1,8.3
S39,구의,4,광장동 -> 천호2동,2,8.69
S39,구의,5,풍납1동,1,7.14
S39,구의,6,광장동,1,4.72
S39,구의,7,광장동,1,4.72
S39,구의,8,자양3동,1,3.51
S39,구의,9,자양3동,1,3.51
S39,구의,10,화양동,1,3.4
S39,구의,11,화양동,1,3.4
S39,구의,12,화양동,1,3.4
S39,구의,13,구의3동,1,2.36
S39,구의,14,구의3동,1,2.36
S39,구의,15,자양2동,1,2.32
S39,구의,16,구의3동 -> 자양2동,2,4.09
S39,구의,17,자양1동,1,1.14
S39,구의,18,자양1동,1,1.14
S39,구의,19,구의1동,1,1.09
S39,구의,20,구의1동,1,1.09
S39,불광,1,북가좌2동,1,7.68
S39,불광,2,북가좌2동,1,7.68
S39,불광,3,북가좌2동,1,7.68
S39,불광,4,북가좌2동,1,7.68
S39,불광,5,진관동,1,7.55
S39,불광,6,진관동,1,7.55
S39,불광,7,진관동,1,7.55
S39,불광,8,진관동,1,7.55
S39,불광,9,신사2동,1,6.38
S39,불광,10,응암3동,1,5.77
S39,불광,11,신사1동,1,5.14
S39,불광,12,응암2동,1,4.74
S39,불광,13,응암2동,1,4.74
S39,불광,14,구산동,1,4.54
S39,불광,15,구산동,1,4.54
S39,불광,16,갈현1동,1,4.2
S39,불광,17,갈현2동,1,4.19
S39,불광,18,갈현2동 -> 녹번동,2,5.68
S39,불광,19,응암1동,1,3.8
S39,불광,20,응암1동,1,3.8
S39,불광,21,불광2동,1,3.69
S39,불광,22,불광1동 -> 불광2동,2,4.19
S39,불광,23,역촌동,1,3.45
S39,불광,24,역촌동,1,3.45
S39,불광,25,신사1동 -> 역촌동,2,5.4
S39,불광,26,불광1동,1,2.27
S39,불광,27,불광1동,1,2.27
