ID,허브,트럭번호,방문순서,방문행정동수,경로거리_km
SMAX,수서,28,대치2동,1,8.13
SMAX,수서,29,대치2동,1,8.13
SMAX,수서,30,잠실3동,1,7.72
SMAX,수서,31,잠실3동,1,7.72
SMAX,수서,32,잠실3동,1,7.72
SMAX,수서,33,잠실3동,1,7.72
SMAX,수서,34,잠실3동,1,7.72
SMAX,수서,35,개포2동,1,7.44
SMAX,수서,36,개포2동,1,7.44
SMAX,수서,37,개포2동,1,7.44
SMAX,수서,38,개포2동,1,7.44
SMAX,수서,39,잠실본동,1,7.43
SMAX,수서,40,잠실본동,1,7.43
SMAX,수서,41,잠실본동,1,7.43
SMAX,수서,42,잠실본동,1,7.43
SMAX,수서,43,잠실본동,1,7.43
SMAX,수서,44,잠실본동,1,7.43
SMAX,수서,45,삼전동,1,5.5
SMAX,수서,46,삼전동,1,5.5
SMAX,수서,47,삼전동,1,5.5
SMAX,수서,48,삼전동,1,5.5
SMAX,수서,49,삼전동,1,5.5
SMAX,수서,50,세곡동,1,4.36
SMAX,수서,51,세곡동,1,4.36
SMAX,수서,52,세곡동,1,4.36
SMAX,수서,53,세곡동,1,4.36
SMAX,수서,54,세곡동,1,4.36
SMAX,수서,55,세곡동,1,4.36
SMAX,수서,56,일원1동,1,4.34
SMAX,수서,57,세곡동 -> 양재2동 -> 개포4동 -> 개포2동,4,17.4
SMAX,수서,58,일원본동,1,3.75
SMAX,수서,59,일원본동,1,3.75
SMAX,수서,60,일원본동,1,3.75
SMAX,수서,61,가락1동,1,2.8
SMAX,수서,62,가락1동,1,2.8
SMAX,수서,63,가락1동,1,2.8
SMAX,수서,64,수서동,1,0.25
SMAX,수서,65,수서동,1,0.25
SMAX,수서,66,가락1동,1,2.8
SMAX,신답,1,반포3동,1,18.14
SMAX,신답,2,반포3동,1,18.14
SMAX,신답,3,반포3동,1,18.14
SMAX,신답,4,성수1가1동,1,8.83
SMAX,신답,5,성수1가1동,1,8.83
SMAX,신답,6,성수1가1동,1,8.83
SMAX,신답,7,성수1가1동,1,8.83
SMAX,신답,8,성수1가1동,1,8.83
SMAX,신답,9,성수1가2동,1,6.75
SMAX,신답,10,성수1가2동,1,6.75
SMAX,신답,11,성수1가2동,1,6.75
SMAX,신답,12,사근동,1,3.78
SMAX,신답,13,사근동,1,3.78
SMAX,신답,14,마장동,1,2.97
SMAX,신답,15,마장동,1,2.97
SMAX,신답,16,마장동,1,2.97
SMAX,신답,17,성수1가2동 -> 마장동,2,7.42
SMAX,신설동,1,소공동,1,10.36
SMAX,신설동,2,명동,1,9.35
SMAX,신설동,3,다산동,1,6.6
SMAX,신설동,4,종로1·2·3·4가동,1,7.22
SMAX,신설동,5,다산동,1,6.6
SMAX,신설동,6,천연동,1,13.12
SMAX,신설동,7,신촌동,1,16.32
SMAX,신설동,8,소공동,1,10.36
SMAX,신설동,9,광희동,1,5.31
SMAX,신설동,10,신촌동,1,16.32
SMAX,신설동,11,장충동,1,15.88
SMAX,신설동,12,광희동,1,5.31
SMAX,신설동,13,신촌동,1,16.32
SMAX,신설동,14,이태원1동,1,13.01
SMAX,신설동,15,교남동 -> 홍제2동,2,15.77
SMAX,신설동,16,홍제2동,1,15.77
SMAX,신설동,17,장충동 -> 다산동,2,12.41
SMAX,신설동,18,신촌동,1,16.32
SMAX,신설동,19,이태원2동,1,11.65
SMAX,신설동,20,이태원2동 -> 약수동,2,12.05
SMAX,신설동,21,종로1·2·3·4가동,1,7.22
SMAX,신설동,22,이태원1동 -> 황학동,2,13.13
SMAX,신설동,23,명동,1,9.35
SMAX,신설동,24,신촌동,1,16.32
SMAX,신설동,25,신당동 -> 용산2가동,2,12.36
SMAX,신설동,26,종로1·2·3·4가동 -> 천연동,2,13.54
SMAX,신설동,27,종로1·2·3·4가동,1,7.22
SMAX,신설동,28,종로1·2·3·4가동,1,7.22
SMAX,신설동,29,약수동,1,7.9
SMAX,신설동,30,다산동,1,6.6
SMAX,신설동,31,필동,1,8.24
SMAX,신설동,32,다산동,1,6.6
SMAX,신설동,33,숭인2동 -> 필동,2,8.24
SMAX,신설동,34,충현동,1,12.82
SMAX,신설동,35,신촌동,1,16.32
SMAX,신설동,36,신촌동,1,16.32
SMAX,신설동,37,무악동,1,13.48
SMAX,신설동,38,광희동,1,5.31
SMAX,신설동,39,광희동,1,5.31
SMAX,신설동,40,종로5·6가동,1,4.07
SMAX,신설동,41,을지로동 -> 종로5·6가동,2,7.15
SMAX,신설동,42,광희동,1,5.31
SMAX,신설동,43,충현동,1,12.82
SMAX,신설동,44,신당동,1,3.88
SMAX,신설동,45,신당동,1,3.88
SMAX,신설동,46,황학동,1,2.48
SMAX,신설동,47,황학동,1,2.48
SMAX,신설동,48,숭인2동,1,1.02
SMAX,신설동,49,숭인2동,1,1.02
SMAX,신설동,50,명동,1,9.35
SMAX,신설동,51,충현동,1,12.82
SMAX,신설동,52,신촌동,1,16.32
SMAX,신설동,53,충현동,1,12.82
SMAX,신설동,54,약수동,1,7.9
SMAX,신설동,55,종로1·2·3·4가동,1,7.22
SMAX,신정네거리,1,화곡6동,1,8.41
SMAX,신정네거리,2,화곡6동,1,8.41
SMAX,신정네거리,3,화곡6동,1,8.41
SMAX,신정네거리,4,화곡8동,1,3.82
SMAX,신정네거리,5,우장산동,1,7.78
SMAX,신정네거리,6,우장산동,1,7.78
SMAX,신정네거리,7,우장산동,1,7.78
SMAX,신정네거리,8,우장산동,1,7.78
SMAX,신정네거리,9,우장산동,1,7.78
SMAX,신정네거리,10,우장산동,1,7.78
SMAX,신정네거리,11,화곡3동,1,6.7
SMAX,신정네거리,12,화곡3동,1,6.7
SMAX,신정네거리,13,화곡3동,1,6.7
SMAX,신정네거리,14,화곡3동 -> 화곡1동,2,7.06
SMAX,신정네거리,15,화곡본동,1,5.83
SMAX,신정네거리,16,화곡본동,1,5.83
SMAX,신정네거리,17,화곡본동,1,5.83
SMAX,신정네거리,18,화곡본동,1,5.83
SMAX,신정네거리,19,화곡1동,1,4.48
SMAX,신정네거리,20,화곡1동,1,4.48
SMAX,신정네거리,21,화곡1동,1,4.48
SMAX,신정네거리,22,화곡1동,1,4.48
SMAX,신정네거리,23,화곡1동,1,4.48
SMAX,신정네거리,24,화곡1동,1,4.48
SMAX,신정네거리,25,화곡1동,1,4.48
SMAX,신정네거리,26,화곡8동,1,3.82
SMAX,신정네거리,27,화곡8동,1,3.82
SMAX,신정네거리,28,화곡6동 -> 화곡본동,2,8.41
SMAX,신정네거리,29,신월2동,1,1.68
SMAX,신정네거리,30,신월2동,1,1.68
SMAX,아현,1,대흥동,1,3.03
SMAX,아현,2,대흥동,1,3.03
SMAX,아현,3,대흥동,1,3.03
SMAX,아현,4,대흥동,1,3.03
SMAX,아현,5,대흥동,1,3.03
SMAX,아현,6,대흥동,1,3.03
SMAX,양천구청,1,수색동,1,21.42
SMAX,양천구청,2,수색동,1,21.42
SMAX,양천구청,3,신정6동 -> 북가좌1동 -> 수색동,3,22.39
SMAX,양천구청,4,상암동,1,18.88
SMAX,양천구청,5,상암동,1,18.88
SMAX,양천구청,6,상암동,1,18.88
SMAX,양천구청,7,상암동,1,18.88
SMAX,양천구청,8,상암동,1,18.88
SMAX,양천구청,9,성산2동 -> 상암동,2,21.73
SMAX,양천구청,10,성산2동,1,17.86
SMAX,양천구청,11,성산2동,1,17.86
SMAX,양천구청,12,성산2동,1,17.86
SMAX,양천구청,13,성산2동,1,17.86
SMAX,양천구청,14,성산2동,1,17.86
SMAX,양천구청,15,가양1동,1,16.3
SMAX,양천구청,16,가양1동,1,16.3
SMAX,양천구청,17,가양1동,1,16.3
SMAX,양천구청,18,가양1동,1,16.3
SMAX,양천구청,19,가양1동,1,16.3
SMAX,양천구청,20,가양1동,1,16.3
SMAX,양천구청,21,가양1동,1,16.3
SMAX,양천구청,22,가양1동,1,16.3
SMAX,양천구청,23,가양1동,1,16.3
SMAX,양천구청,24,가양1동 -> 신정4동,2,16.52
SMAX,양천구청,25,가양2동,1,15.34
SMAX,양천구청,26,등촌1동 -> 가양2동,2,15.68
SMAX,양천구청,27,등촌3동,1,13.86
SMAX,양천구청,28,등촌3동,1,13.86
SMAX,양천구청,29,등촌3동,1,13.86
SMAX,양천구청,30,등촌3동,1,13.86
SMAX,양천구청,31,가양3동,1,12.57
SMAX,양천구청,32,가양3동,1,12.57
SMAX,양천구청,33,염창동,1,11.85
SMAX,양천구청,34,염창동,1,11.85
SMAX,양천구청,35,염창동,1,11.85
SMAX,양천구청,36,염창동,1,11.85
SMAX,양천구청,37,염창동,1,11.85
SMAX,양천구청,38,염창동,1,11.85
SMAX,양천구청,39,염창동 -> 등촌2동,2,12.0
SMAX,양천구청,40,등촌1동,1,11.42
SMAX,양천구청,41,등촌1동,1,11.42
SMAX,양천구청,42,등촌1동,1,11.42
SMAX,양천구청,43,등촌1동,1,11.42
SMAX,양천구청,44,목2동,1,9.18
SMAX,양천구청,45,목2동,1,9.18
SMAX,양천구청,46,목2동,1,9.18
SMAX,양천구청,47,목2동,1,9.18
SMAX,양천구청,48,등촌2동,1,8.48
SMAX,양천구청,49,등촌2동,1,8.48
SMAX,양천구청,50,등촌2동,1,8.48
SMAX,양천구청,51,목3동,1,8.43
SMAX,양천구청,52,목3동,1,8.43
SMAX,양천구청,53,신정2동 -> 목5동,2,7.06
SMAX,양천구청,54,화곡2동,1,7.07
SMAX,양천구청,55,화곡2동,1,7.07
SMAX,양천구청,56,화곡4동,1,6.91
SMAX,양천구청,57,화곡4동,1,6.91
SMAX,양천구청,58,목5동,1,6.87
SMAX,양천구청,59,목5동,1,6.87
SMAX,양천구청,60,목5동,1,6.87
SMAX,양천구청,61,목5동,1,6.87
SMAX,양천구청,62,목5동,1,6.87
SMAX,양천구청,63,목5동,1,6.87
SMAX,양천구청,64,신정1동 -> 화곡2동 -> 화곡4동 -> 목3동,4,10.24
SMAX,양천구청,65,목4동,1,6.45
SMAX,양천구청,66,목4동,1,6.45
SMAX,양천구청,67,목4동 -> 신정7동,2,7.84
SMAX,양천구청,68,목1동,1,5.14
SMAX,양천구청,69,목1동,1,5.14
SMAX,양천구청,70,목1동,1,5.14
SMAX,양천구청,71,목1동,1,5.14
SMAX,양천구청,72,목1동,1,5.14
SMAX,양천구청,73,신정4동,1,3.78
SMAX,양천구청,74,신정4동,1,3.78
SMAX,양천구청,75,신정4동,1,3.78
SMAX,양천구청,76,신정4동,1,3.78
SMAX,양천구청,77,신정2동,1,3.22
SMAX,양천구청,78,신정2동,1,3.22
SMAX,양천구청,79,신정1동,1,2.22
SMAX,양천구청,80,신정1동,1,2.22
SMAX,양천구청,81,신정7동,1,2.14
SMAX,양천구청,82,신정7동,1,2.14
SMAX,양천구청,83,신정7동,1,2.14
SMAX,양천구청,84,신정6동,1,1.63
SMAX,양천구청,85,신정6동,1,1.63
SMAX,양천구청,86,신정6동,1,1.63
SMAX,오금,1,둔촌2동,1,8.57
SMAX,오금,2,둔촌2동,1,8.57
SMAX,오금,3,둔촌2동,1,8.57
SMAX,오금,4,성내3동,1,6.85
SMAX,오금,5,성내3동,1,6.85
SMAX,오금,6,방이1동 -> 성내3동,2,7.51
SMAX,오금,7,오륜동,1,3.61
SMAX,오금,8,오륜동,1,3.61
SMAX,오금,9,오륜동 -> 둔촌2동 -> 둔촌1동,3,10.19
SMAX,오금,10,방이1동,1,2.51
SMAX,오금,11,방이1동,1,2.51
SMAX,오금,12,오금동,1,1.85
SMAX,오금,13,오금동,1,1.85
SMAX,오금,14,오금동,1,1.85
SMAX,오금,15,오금동,1,1.85
SMAX,오금,16,오금동,1,1.85
SMAX,용답,1,상일1동,1,23.24
SMAX,용답,2,상일1동,1,23.24
SMAX,용답,3,상일1동,1,23.24
SMAX,용답,4,상일1동,1,23.24
SMAX,용답,5,상일1동,1,23.24
SMAX,용답,6,명일2동,1,21.07
SMAX,용답,7,명일2동,1,21.07
SMAX,용답,8,잠실2동,1,18.73
SMAX,용답,9,잠실2동,1,18.73
SMAX,용답,10,잠실2동,1,18.73
SMAX,용답,11,잠실2동,1,18.73
SMAX,용답,12,잠실2동,1,18.73
SMAX,용답,13,성내1동,1,17.24
SMAX,용답,14,성내1동,1,17.24
SMAX,용답,15,성내1동,1,17.24
SMAX,용답,16,천호3동,1,16.76
SMAX,용답,17,천호3동,1,16.76
SMAX,용답,18,천호3동,1,16.76
SMAX,용답,19,성내1동 -> 천호3동 -> 명일2동,3,23.57
SMAX,용답,20,삼성2동,1,16.63
SMAX,용답,21,삼성2동,1,16.63
SMAX,용답,22,삼성2동,1,16.63
SMAX,용답,23,삼성2동,1,16.63
SMAX,용답,24,삼성2동,1,16.63
SMAX,용답,25,삼성2동,1,16.63
SMAX,용답,26,삼성2동,1,16.63
SMAX,용답,27,삼성2동,1,16.63
SMAX,용답,28,삼성1동,1,15.8
SMAX,용답,29,삼성1동,1,15.8
SMAX,용답,30,삼성1동,1,15.8
SMAX,용답,31,삼성2동 -> 삼성1동,2,17.4
SMAX,용답,32,청담동,1,13.64
SMAX,용답,33,청담동,1,13.64
SMAX,용답,34,청담동,1,13.64
SMAX,용답,35,청담동,1,13.64
SMAX,용답,36,청담동,1,13.64
SMAX,용답,37,청담동,1,13.64
SMAX,용답,38,청담동,1,13.64
SMAX,용답,39,자양2동,1,13.35
SMAX,용답,40,자양2동,1,13.35
SMAX,용답,41,자양2동 -> 잠실2동,2,19.35
SMAX,용답,42,구의3동,1,12.08
SMAX,용답,43,구의3동,1,12.08
SMAX,용답,44,구의3동,1,12.08
SMAX,용답,45,구의3동,1,12.08
SMAX,용답,46,자양3동,1,11.89
SMAX,용답,47,자양3동,1,11.89
SMAX,용답,48,자양3동,1,11.89
SMAX,용답,49,자양4동 -> 자양3동,2,12.38
SMAX,용답,50,자양1동,1,11.78
SMAX,용답,51,자양1동,1,11.78
SMAX,용답,52,자양1동,1,11.78
SMAX,용답,53,광장동,1,11.52
SMAX,용답,54,광장동,1,11.52
SMAX,용답,55,광장동,1,11.52
SMAX,용답,56,광장동,1,11.52
SMAX,용답,57,상일1동 -> 광장동,2,23.56
SMAX,용답,58,성수2가1동,1,11.11
SMAX,용답,59,자양4동,1,10.94
SMAX,용답,60,자양4동,1,10.94
SMAX,용답,61,자양4동,1,10.94
SMAX,용답,62,화양동,1,10.71
SMAX,용답,63,화양동,1,10.71
SMAX,용답,64,화양동,1,10.71
SMAX,용답,65,화양동,1,10.71
SMAX,용답,66,화양동,1,10.71
SMAX,용답,67,화양동 -> 성수2가3동,2,11.76
SMAX,용답,68,구의1동,1,10.63
SMAX,용답,69,구의1동,1,10.63
SMAX,용답,70,구의1동,1,10.63
SMAX,용답,71,성수2가3동,1,8.78
SMAX,용답,72,성수2가3동,1,8.78
SMAX,용답,73,성수2가3동,1,8.78
SMAX,용답,74,성수2가3동,1,8.78
SMAX,용답,75,성수2가3동,1,8.78
SMAX,용답,76,성수2가3동,1,8.78
SMAX,용답,77,성수2가3동,1,8.78
SMAX,용답,78,성수2가3동,1,8.78
SMAX,용답,79,성수2가3동,1,8.78
SMAX,용답,80,성수2가3동,1,8.78
SMAX,용답,81,성수2가3동,1,8.78
SMAX,용답,82,성수2가3동,1,8.78
SMAX,용답,83,성수2가3동,1,8.78
SMAX,용답,84,성수2가3동,1,8.78
SMAX,용답,85,성수2가3동,1,8.78
SMAX,용답,86,성수2가3동,1,8.78
SMAX,용답,87,응봉동,1,8.48
SMAX,용답,88,성수2가1동 -> 응봉동 -> 행당1동,3,13.61
SMAX,용답,89,능동,1,7.02
SMAX,용답,90,능동,1,7.02
SMAX,용답,91,능동 -> 구의3동 -> 구의1동,3,13.04
SMAX,용답,92,행당1동,1,6.43
SMAX,용답,93,행당1동,1,6.43
SMAX,용답,94,행당1동,1,6.43
SMAX,용답,95,군자동,1,6.15
SMAX,용답,96,군자동,1,6.15
SMAX,용답,97,송정동 -> 군자동,2,8.36
SMAX,용답,98,송정동,1,5.9
SMAX,용답,99,답십리1동,1,2.89
SMAX,용답,100,답십리1동,1,2.89
SMAX,용답,101,답십리1동,1,2.89
SMAX,용답,102,답십리1동,1,2.89
SMAX,용답,103,답십리2동,1,2.85
SMAX,용답,104,답십리2동,1,2.85
SMAX,용답,105,답십리2동,1,2.85
SMAX,용답,106,용답동,1,2.58
SMAX,용답,107,용답동,1,2.58
SMAX,용두,1,옥수동 -> 동화동,2,9.79
SMAX,용두,2,신사동 -> 반포1동 -> 서빙고동 -> 한남동 -> 왕십리도선동,5,24.49
SMAX,용두,3,반포1동,1,17.4
SMAX,용두,4,반포1동,1,17.4
SMAX,용두,5,반포1동,1,17.4
SMAX,용두,6,반포1동,1,17.4
SMAX,용두,7,반포1동,1,17.4
SMAX,용두,8,반포1동,1,17.4
SMAX,용두,9,서빙고동,1,17.05
SMAX,용두,10,역삼1동,1,17.15
SMAX,용두,11,역삼1동,1,17.15
SMAX,용두,12,역삼1동,1,17.15
SMAX,용두,13,역삼1동,1,17.15
SMAX,용두,14,역삼1동,1,17.15
SMAX,용두,15,역삼1동,1,17.15
SMAX,용두,16,역삼1동,1,17.15
SMAX,용두,17,역삼1동,1,17.15
SMAX,용두,18,역삼1동,1,17.15
SMAX,용두,19,역삼1동,1,17.15
SMAX,용두,20,역삼1동,1,17.15
SMAX,용두,21,역삼1동,1,17.15
SMAX,용두,22,역삼1동,1,17.15
SMAX,용두,23,역삼1동,1,17.15
SMAX,용두,24,금호1가동 -> 보광동,2,13.87
SMAX,용두,25,서빙고동,1,17.05
SMAX,용두,26,논현1동,1,15.47
SMAX,용두,27,논현1동,1,15.47
SMAX,용두,28,논현1동,1,15.47
SMAX,용두,29,논현1동,1,15.47
SMAX,용두,30,논현1동,1,15.47
SMAX,용두,31,논현1동,1,15.47
SMAX,용두,32,잠원동 -> 잠원동,2,15.0
SMAX,용두,33,잠원동,1,15.0
SMAX,용두,34,잠원동,1,15.0
SMAX,용두,35,잠원동,1,15.0
SMAX,용두,36,잠원동,1,15.0
SMAX,용두,37,논현2동,1,13.54
SMAX,용두,38,논현2동,1,13.54
SMAX,용두,39,논현2동,1,13.54
SMAX,용두,40,논현2동,1,13.54
SMAX,용두,41,논현2동,1,13.54
SMAX,용두,42,논현2동,1,13.54
SMAX,용두,43,논현2동,1,13.54
SMAX,용두,44,신사동,1,13.08
SMAX,용두,45,신사동,1,13.08
SMAX,용두,46,신사동,1,13.08
SMAX,용두,47,신사동,1,13.08
SMAX,용두,48,압구정동 -> 역삼1동 -> 논현1동 -> 논현2동,4,17.95
SMAX,용두,49,한남동,1,12.92
SMAX,용두,50,한남동,1,12.92
SMAX,용두,51,한남동,1,12.92
SMAX,용두,52,한남동,1,12.92
SMAX,용두,53,압구정동,1,10.28
SMAX,용두,54,압구정동,1,10.28
SMAX,용두,55,압구정동,1,10.28
SMAX,용두,56,압구정동,1,10.28
SMAX,용두,57,압구정동,1,10.28
SMAX,용두,58,압구정동,1,10.28
SMAX,용두,59,옥수동,1,8.61
SMAX,용두,60,옥수동,1,8.61
SMAX,용두,61,금호4가동,1,7.4
SMAX,용두,62,금호4가동,1,7.4
SMAX,용두,63,금호4가동,1,7.4
SMAX,용두,64,금호2·3가동,1,7.27
SMAX,용두,65,금호2·3가동,1,7.27
SMAX,용두,66,금호2·3가동,1,7.27
SMAX,용두,67,왕십리2동 -> 금호2·3가동,2,7.5
SMAX,용두,68,청구동,1,6.98
SMAX,용두,69,청구동,1,6.98
SMAX,용두,70,동화동,1,5.68
SMAX,용두,71,신당5동,1,4.64
SMAX,용두,72,신당5동,1,4.64
SMAX,용두,73,행당2동,1,4.41
SMAX,용두,74,행당2동,1,4.41
SMAX,용두,75,왕십리2동,1,4.14
SMAX,용두,76,왕십리2동,1,4.14
SMAX,용두,77,왕십리2동,1,4.14
SMAX,용두,78,왕십리도선동,1,2.49
SMAX,용두,79,왕십리도선동,1,2.49
SMAX,용두,80,왕십리도선동,1,2.49
SMAX,용두,81,왕십리도선동,1,2.49
SMAX,용두,82,왕십리도선동,1,2.49
SMAX,용두,83,행당2동,1,4.41
SMAX,창동,1,진관동,1,35.6
SMAX,창동,2,진관동,1,35.6
SMAX,창동,3,진관동,1,35.6
SMAX,창동,4,진관동,1,35.6
SMAX,창동,5,진관동,1,35.6
SMAX,창동,6,진관동,1,35.6
SMAX,창동,7,진관동,1,35.6
SMAX,창동,8,수유2동 -> 정릉3동 -> 불광1동,3,31.1
SMAX,창동,9,역촌동,1,32.12
SMAX,창동,10,역촌동,1,32.12
SMAX,창동,11,역촌동,1,32.12
SMAX,창동,12,역촌동,1,32.12
SMAX,창동,13,역촌동,1,32.12
SMAX,창동,14,불광2동,1,31.76
SMAX,창동,15,불광2동,1,31.76
SMAX,창동,16,불광2동,1,31.76
SMAX,창동,17,불광1동,1,30.33
SMAX,창동,18,불광1동,1,30.33
SMAX,창동,19,불광1동,1,30.33
SMAX,창동,20,불광1동,1,30.33
SMAX,창동,21,녹번동,1,29.43
SMAX,창동,22,녹번동,1,29.43
SMAX,창동,23,녹번동,1,29.43
SMAX,창동,24,녹번동,1,29.43
SMAX,창동,25,홍제3동,1,27.31
SMAX,창동,26,홍제3동,1,27.31
SMAX,창동,27,홍은1동,1,27.08
SMAX,창동,28,홍은1동,1,27.08
SMAX,창동,29,부암동,1,26.71
SMAX,창동,30,평창동,1,21.85
SMAX,창동,31,평창동,1,21.85
SMAX,창동,32,홍은1동 -> 부암동 -> 평창동,3,30.5
SMAX,창동,33,정릉3동,1,16.08
SMAX,창동,34,정릉3동,1,16.08
SMAX,창동,35,정릉3동,1,16.08
SMAX,창동,36,정릉4동,1,14.89
SMAX,창동,37,정릉4동,1,14.89
SMAX,창동,38,쌍문1동 -> 정릉4동 -> 삼양동,3,17.51
SMAX,창동,39,삼각산동,1,11.5
SMAX,창동,40,삼각산동,1,11.5
SMAX,창동,41,삼각산동,1,11.5
SMAX,창동,42,삼각산동 -> 번1동,2,11.86
SMAX,창동,43,삼양동,1,9.85
SMAX,창동,44,삼양동,1,9.85
SMAX,창동,45,수유1동,1,9.72
SMAX,창동,46,수유1동,1,9.72
SMAX,창동,47,인수동,1,8.74
SMAX,창동,48,인수동,1,8.74
SMAX,창동,49,인수동,1,8.74
SMAX,창동,50,쌍문1동,1,6.57
SMAX,창동,51,쌍문1동,1,6.57
SMAX,창동,52,수유2동,1,5.82
SMAX,창동,53,수유2동,1,5.82
SMAX,창동,54,진관동 -> 불광2동 -> 역촌동 -> 녹번동,4,39.41
SMAX,창동,55,수유3동,1,5.64
SMAX,창동,56,수유3동,1,5.64
SMAX,창동,57,수유3동,1,5.64
SMAX,창동,58,번1동,1,5.34
SMAX,창동,59,번1동,1,5.34
SMAX,창동,60,쌍문4동,1,3.6
SMAX,창동,61,쌍문4동,1,3.6
SMAX,창동,62,쌍문3동,1,3.59
SMAX,창동,63,쌍문3동,1,3.59
SMAX,창동,64,쌍문2동,1,2.29
SMAX,창동,65,쌍문2동,1,2.29
SMAX,창동,66,창5동,1,1.67
SMAX,창동,67,창5동,1,1.67
SMAX,창동,68,창5동,1,1.67
SMAX,총신대입구,1,낙성대동,1,8.15
SMAX,총신대입구,2,낙성대동,1,8.15
SMAX,총신대입구,3,인헌동 -> 낙성대동 -> 행운동,3,10.7
SMAX,총신대입구,4,청림동,1,7.16
SMAX,총신대입구,5,사당4동 -> 청림동,2,7.99
SMAX,총신대입구,6,행운동,1,7.14
SMAX,총신대입구,7,행운동,1,7.14
SMAX,총신대입구,8,행운동,1,7.14
SMAX,총신대입구,9,행운동,1,7.14
SMAX,총신대입구,10,인헌동,1,6.05
SMAX,총신대입구,11,인헌동,1,6.05
SMAX,총신대입구,12,인헌동,1,6.05
SMAX,총신대입구,13,방배3동,1,5.1
SMAX,총신대입구,14,방배3동,1,5.1
SMAX,총신대입구,15,방배2동 -> 방배3동,2,5.25
SMAX,총신대입구,16,사당5동,1,4.1
SMAX,총신대입구,17,방배2동,1,3.95
SMAX,총신대입구,18,방배2동,1,3.95
SMAX,총신대입구,19,방배2동,1,3.95
SMAX,총신대입구,20,사당3동,1,3.44
SMAX,총신대입구,21,사당3동,1,3.44
SMAX,총신대입구,22,사당3동,1,3.44
SMAX,총신대입구,23,사당4동,1,3.19
SMAX,총신대입구,24,사당2동,1,2.82
SMAX,총신대입구,25,사당2동,1,2.82
SMAX,총신대입구,26,사당2동,1,2.82
SMAX,총신대입구,27,사당2동,1,2.82
SMAX,총신대입구,28,사당1동,1,2.53
SMAX,총신대입구,29,사당1동,1,2.53
SMAX,총신대입구,30,사당1동,1,2.53
SMAX,총신대입구,31,사당1동,1,2.53
SMAX,총신대입구,32,방배본동,1,2.49
SMAX,총신대입구,33,방배본동,1,2.49
SMAX,총신대입구,34,방배본동,1,2.49
SMAX,총신대입구,35,방배4동,1,2.14
SMAX,총신대입구,36,방배4동,1,2.14
SMAX,총신대입구,37,방배4동,1,2.14
SMAX,총신대입구,38,방배4동 -> 방배본동 -> 반포본동,3,5.2
SMAX,충정로,1,아현동,1,2.89
SMAX,충정로,2,아현동,1,2.89
SMAX,충정로,3,아현동,1,2.89
SMAX,충정로,4,아현동,1,2.89
SMAX,충정로,5,아현동,1,2.89
SMAX,개봉,1,방화3동,1,23.79
SMAX,개봉,2,방화3동,1,23.79
SMAX,개봉,3,방화2동,1,23.01
SMAX,개봉,4,방화2동,1,23.01
SMAX,개봉,5,방화2동 -> 공항동 -> 개봉1동,3,23.7
SMAX,개봉,6,방화1동,1,20.09
SMAX,개봉,7,방화1동,1,20.09
SMAX,개봉,8,방화1동,1,20.09
SMAX,개봉,9,방화1동,1,20.09
SMAX,개봉,10,방화1동 -> 방화3동,2,23.89
SMAX,개봉,11,공항동,1,18.69
SMAX,개봉,12,공항동,1,18.69
SMAX,개봉,13,공항동,1,18.69
SMAX,개봉,14,공항동,1,18.69
SMAX,개봉,15,공항동,1,18.69
SMAX,개봉,16,발산1동,1,15.18
SMAX,개봉,17,발산1동,1,15.18
SMAX,개봉,18,발산1동,1,15.18
SMAX,개봉,19,발산1동,1,15.18
SMAX,개봉,20,발산1동,1,15.18
SMAX,개봉,21,발산1동,1,15.18
SMAX,개봉,22,신월5동,1,13.02
SMAX,개봉,23,신월5동 -> 발산1동,2,15.83
SMAX,개봉,24,신월3동,1,11.33
SMAX,개봉,25,신월1동,1,10.5
SMAX,개봉,26,신월1동,1,10.5
SMAX,개봉,27,신월7동,1,8.79
SMAX,개봉,28,신월3동 -> 신월7동,2,12.2
SMAX,개봉,29,신월4동,1,8.11
SMAX,개봉,30,구로1동,1,7.67
SMAX,개봉,31,구로1동,1,7.67
SMAX,개봉,32,구로1동 -> 개봉2동,2,7.53
SMAX,개봉,33,항동,1,7.13
SMAX,개봉,34,항동,1,7.13
SMAX,개봉,35,항동,1,7.13
SMAX,개봉,36,수궁동,1,7.07
SMAX,개봉,37,수궁동,1,7.07
SMAX,개봉,38,가리봉동,1,7.07
SMAX,개봉,39,신월6동,1,6.42
SMAX,개봉,40,신월6동 -> 신월4동,2,8.11
SMAX,개봉,41,신정3동,1,5.73
SMAX,개봉,42,신정3동,1,5.73
SMAX,개봉,43,신정3동,1,5.73
SMAX,개봉,44,신정3동,1,5.73
SMAX,개봉,45,신정3동,1,5.73
SMAX,개봉,46,신정3동,1,5.73
SMAX,개봉,47,오류2동,1,4.73
SMAX,개봉,48,오류2동,1,4.73
SMAX,개봉,49,오류2동,1,4.73
SMAX,개봉,50,오류2동,1,4.73
SMAX,개봉,51,고척2동,1,4.44
SMAX,개봉,52,고척2동,1,4.44
SMAX,개봉,53,고척2동,1,4.44
SMAX,개봉,54,고척2동,1,4.44
SMAX,개봉,55,오류1동,1,4.43
SMAX,개봉,56,오류1동,1,4.43
